Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
US20210073140,A1,"Hardware assisted data lookup methods","Pure Storage, Inc.",https://patentscout.innography.com/share/7UbSnbIKAj8dqbDjebfKvA%3D%3D,G06F01210900,G06F0012109000,713340000,2021-03-11,2024-04-30,2021-03-11,2015-09-30,2020-11-19,2024-04-30,2017-03-30,2017-03-30,"Gold, Brian T|Hayes, John|Kannan, Hari"
US11971828,B2,"Logic module for use with encoded instructions","Pure Storage, Inc.",https://patentscout.innography.com/share/gNi-R0s11WHoT4gOpVb2Vw%3D%3D,G06F01210900,G06F0012109000,713340000,2021-03-11,2024-04-30,2024-04-30,2015-09-30,2020-11-19,2035-10-03,2017-03-30,2017-03-30,"Gold, Brian T|Hayes, John|Kannan, Hari"
US20130136258,A1,"Encrypting data for storage in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/Nv7gVqbZ-6QYHkQbyrl6sw%3D%3D,H04L00914000,G06F0012140800,380044000,2013-05-30,2014-09-30,2013-05-30,2011-11-28,2012-11-27,2014-09-30,2013-05-30,2013-05-30,"Grube, Gary W|Markison, Timothy W"
US8848906,B2,"Encrypting data for storage in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/UqM4b6JZyu8S-fbI3iXKiA%3D%3D,H04L00914000,G06F0012140800,380044000,2013-05-30,2014-09-30,2014-09-30,2011-11-28,2012-11-27,2032-11-27,2013-05-30,2013-05-30,"Grube, Gary W|Markison, Timothy W"
US20150052388,A1,"Encrypting data for storage in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/p4pF-hpy-LJlSpAVOsl49Q%3D%3D,H04L00914000,G06F0012140800,714006240,2015-02-19,2016-11-15,2015-02-19,2011-11-28,2014-09-29,2016-11-15,2013-05-30,2013-05-30,"Grube, Gary W.|Markison, Timothy W."
US9495240,B2,"Encrypting data for storage in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/m34VikBA4TLFRfcVOeTAmw%3D%3D,H04L00900000,G06F0012140800,380263000,2015-02-19,2016-11-15,2016-11-15,2011-11-28,2014-09-29,2020-11-15,2013-05-30,2013-05-30,"Grube, Gary W.|Markison, Timothy W."
US20170091121,A1,"Encrypting data for storage in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/eGm29FTbEjuDYZ1vBoKArA%3D%3D,H04L00932000,G06F0012140800,713187000,2017-03-30,2017-12-12,2017-03-30,2011-11-28,2016-11-07,2017-12-12,2013-05-30,2013-05-30,"Grube, Gary W.|Markison, Timothy W."
US9842063,B2,"Encrypting data for storage in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/sS9tGj36rOX6UeXWE4lWmw%3D%3D,H04L00900000,G06F0012140800,380263000,2017-03-30,2017-12-12,2017-12-12,2011-11-28,2016-11-07,2032-11-27,2013-05-30,2013-05-30,"Grube, Gary W.|Markison, Timothy W."
US20180329834,A1,"Securely storing random keys in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/r0IQMSlf74um2e6-6atTOg%3D%3D,G06F01214000,G06F0012140800,713187000,2018-11-15,2021-04-13,2018-11-15,2011-11-28,2018-07-20,2021-04-13,2018-11-15,2013-05-30,"Grube, Gary W.|Markison, Timothy W."
US10977194,B2,"Securely storing random keys in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/3AuqPfvbV52-Ydn9ckugYw%3D%3D,H04L02906000,G06F0012140800,455414300,2018-11-15,2021-04-13,2021-04-13,2011-11-28,2018-07-20,2033-06-11,2018-11-15,2013-05-30,"Grube, Gary W.|Markison, Timothy W."
US11734196,B1,"Decrypting secure packages in a storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/K4nrdmfQ0qq8FzQgCt_fkw%3D%3D,H04L00930000,G06F0012140800,380030000,,2023-08-22,2023-08-22,2011-11-28,2021-03-10,2033-01-11,2018-11-15,2013-05-30,"Grube, Gary W.|Markison, Timothy W."
US20230359570,A1,"Securely storing secure packages in a storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/jc4AQUrVZMa909MxsputJA%3D%3D,G06F01214000,G06F0012140800,340005740,2023-11-09,,2023-11-09,2011-11-28,2023-07-06,2032-11-27,2018-11-15,2013-05-30,"Grube, Gary W.|Markison, Timothy W."
US20170024282,A1,"On-the-fly cancellation of unnecessary read requests","Pure Storage, Inc.",https://patentscout.innography.com/share/Vnkg3kVQuTU3S9UEPO49_w%3D%3D,G06F01110000,G06F0003065000,714807000,2017-01-26,2019-08-20,2017-01-26,2011-11-28,2016-09-30,2019-08-20,2017-01-26,2013-05-30,"Dhuse, Greg R"
US10387071,B2,"On-the-fly cancellation of unnecessary read requests","Pure Storage, Inc.",https://patentscout.innography.com/share/B1k8qXi-XaEb9PIaS-Dzgg%3D%3D,G06F00306000,G06F0003065000,711004000,2017-01-26,2019-08-20,2019-08-20,2011-11-28,2016-09-30,2023-08-20,2017-01-26,2013-05-30,"Dhuse, Greg R."
US11494109,B1,"Erase block trimming for heterogenous flash memory storage devices","Pure Storage, Inc.",https://patentscout.innography.com/share/XthZONM_6CmSjvOl2UP90g%3D%3D,G06F00306000,G06F0003065200,711004000,,2022-11-08,2022-11-08,2018-02-22,2019-02-21,2039-02-21,2022-11-08,2022-11-08,"Sears, Russell|Mukherjee, Surya Pratim"
US20230022758,A1,"Garbage collection for heterogenous flash memory storage devices","Pure Storage, Inc.",https://patentscout.innography.com/share/PqQop0rQq9Ingmy8u_qRpg%3D%3D,G06F00306000,G06F0003065200,711004000,2023-01-26,,2023-01-26,2018-02-22,2022-09-28,2039-02-21,2022-11-08,2022-11-08,"Sears, Russell|Mukherjee, Surya Pratim"
US11494128,B1,"Access control of resources in a cloud-native storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/0BixDLJgnBSzpluEYYi6zg%3D%3D,G06F00306000,G06F0003066500,711004000,,2022-11-08,2022-11-08,2020-01-28,2021-01-20,2041-01-20,2022-11-08,2022-11-08,"Pabon, Luis Pablo"
US20230026179,A1,"Identity-based access to volume objects","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/tYoUxp5Q8gG7zQJoSkucTQ%3D%3D,G06F00306000,G06F0003066500,711004000,2023-01-26,2023-12-26,2023-01-26,2020-01-28,2022-09-29,2023-12-26,2022-11-08,2022-11-08,"Pabón, Luis Pablo"
US11853616,B2,"Identity-based access to volume objects","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/KRvVLCRf4ttErk7MCaLxdg%3D%3D,G06F00306000,G06F0003066500,711004000,2023-01-26,2023-12-26,2023-12-26,2020-01-28,2022-09-29,2041-01-20,2022-11-08,2022-11-08,"Pabón, Luis Pablo"
US20230018773,A1,"Using replication to create storage service tiers","Pure Storage, Inc.",https://patentscout.innography.com/share/0j634-m-JmpDKEThhOcSjw%3D%3D,G06F00306000,G06F0003065000,711004000,2023-01-19,,2023-01-19,2021-05-12,2022-09-23,2041-07-14,2023-01-19,2022-11-17,"Sudevalayam, Sujesha|Darji, Prakash"
CN117296034,A,"Role enforcement for storage of instant services","Pure Storage Inc.",https://patentscout.innography.com/share/qC5TuDxBEX6UiBBU0qVEFA%3D%3D,G06F00306000,G06F0003060000,711004000,2023-12-26,,2023-12-26,2021-07-01,2022-05-11,2042-05-11,2023-12-26,2022-11-17,"Dargi, Paolo|Gulati, Sandeep"
US20240231952,A1,"Role-based storage service management","Pure Storage, Inc.",https://patentscout.innography.com/share/tbCl1caHX1ZrA5atTWdwTA%3D%3D,G06F00950000,G06F0003062200,713340000,2024-07-11,,2024-07-11,2021-05-12,2023-11-20,2041-07-01,2022-11-17,2022-11-17,"Darji, Prakash|Gulati, Shvetima"
US20220365721,A1,"Compliance monitoring event-based driving of an orchestrator by a storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/Vbamu12A8q-TFoEYasxWGQ%3D%3D,G06F00306000,G06F0003065900,711004000,2022-11-17,2023-10-17,2022-11-17,2021-05-12,2021-07-02,2023-10-17,2022-11-17,2022-11-17,"Pabón, Luis Pablo|Vohra, Taher|Neelakantam, Naveen"
US11789651,B2,"Compliance monitoring event-based driving of an orchestrator by a storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/QpSZ-dZmnWKvEAebYJu8gg%3D%3D,G06F01600000,G06F0003065900,713340000,2022-11-17,2023-10-17,2023-10-17,2021-05-12,2021-07-02,2041-11-09,2022-11-17,2022-11-17,"Pabón, Luis Pablo|Vohra, Taher|Neelakantam, Naveen"
US20130275776,A1,"Encrypting distributed computing data","Pure Storage, Inc.",https://patentscout.innography.com/share/yWGVe0dHwZi0uey2rw3xiA%3D%3D,G06F01214000,G06F0012140800,713193000,2013-10-17,2015-04-14,2013-10-17,2011-12-12,2013-06-13,2015-04-14,2013-10-17,2013-06-13,"Baptist, Andrew|Dhuse, Greg|Leggette, Wesley|Resch, Jason K"
US9009567,B2,"Encrypting distributed computing data","Pure Storage, Inc.",https://patentscout.innography.com/share/5Ip6jo1CNVaQZLws_lFK3w%3D%3D,G11C02900000,G06F0012140800,714764000,2013-10-17,2015-04-14,2015-04-14,2011-12-12,2013-06-13,2019-04-14,2013-10-17,2013-06-13,"Baptist, Andrew|Dhuse, Greg|Leggette, Wesley|Resch, Jason K."
US11868656,B2,"Distributed file system with disaggregated data management and storage management layers","Netapp, Inc.",https://patentscout.innography.com/share/L1HyR2d_7Brxxv-4Jxws9A%3D%3D,G06F00306000,G06F0003065900,711004000,2022-12-08,2024-01-09,2024-01-09,2021-06-07,2021-10-01,2041-12-10,2022-12-08,2022-12-08,"Dronamraju, Ravikanth|Banerjee, Arindam"
US20170115878,A1,"Proactively tuning a storage array","Pure Storage, Inc.",https://patentscout.innography.com/share/jogJNPe250ccEHpyBJ0ngA%3D%3D,G06F00306000,G06F0003061000,711004000,2017-04-27,,2017-04-27,2015-10-23,2015-10-23,2021-07-14,2017-04-27,2017-04-27,"Dewaikar, Mayur"
US11520516,B1,"Optimizing performance for synchronous workloads","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/Cf9xfVi3VH30Jw4tJFGoHg%3D%3D,G06F01100000,G06F0003065000,370225000,,2022-12-06,2022-12-06,2021-02-25,2021-02-25,2041-02-28,2022-12-06,2022-12-06,"Jayaraman, Vinod|Paul, Prabir"
US20230050536,A1,"Synchronous workload optimization","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/HYq4zwsAcZFRR0WM1cU8Sw%3D%3D,G06F00306000,G06F0003065000,711004000,2023-02-16,2023-10-10,2023-02-16,2021-02-25,2022-11-01,2023-10-10,2022-12-06,2022-12-06,"Jayaraman, Vinod|Paul, Prabir"
US11782631,B2,"Synchronous workload optimization","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/K1_A0DtXbxSEmhsoqJaUAQ%3D%3D,G06F01100000,G06F0003065000,370225000,2023-02-16,2023-10-10,2023-10-10,2021-02-25,2022-11-01,2041-02-25,2022-12-06,2022-12-06,"Jayaraman, Vinod|Paul, Prabir"
US20220405302,A1,"Generating datasets using approximate baselines","Pure Storage, Inc.",https://patentscout.innography.com/share/n1afHwZZdF_NMJjZXPpr8Q%3D%3D,G06F01627000,G06F0003068800,713340000,2022-12-22,2023-11-14,2022-12-22,2021-06-22,2021-06-22,2023-11-14,2022-12-22,2022-12-22,"Grunwald, David|Fay, Matthew"
US11816129,B2,"Generating datasets using approximate baselines","Pure Storage, Inc.",https://patentscout.innography.com/share/6HT2PH__AdanQQtrd66tgw%3D%3D,G06F01600000,G06F0003068800,713340000,2022-12-22,2023-11-14,2023-11-14,2021-06-22,2021-06-22,2041-10-30,2022-12-22,2022-12-22,"Grunwald, David|Fay, Matthew"
CN117377941,A,"Generating data sets using approximate baseline","Pure Storage Inc.",https://patentscout.innography.com/share/MMnWKIRIE2dQxqBGJlHz6w%3D%3D,G06F00306000,G06F0003068800,711004000,2024-01-09,,2024-01-09,2021-06-22,2022-05-25,2042-05-25,2022-12-22,2022-12-22,"Granwald, David|Fey, Michael"
US20240193180,A1,"Generating datasets using similar baseline datasets","Pure Storage, Inc.",https://patentscout.innography.com/share/709JCshSt0R-ZUU97NsCoQ%3D%3D,G06F01627000,G06F0003068800,713340000,2024-06-13,,2024-06-13,2021-06-22,2023-11-09,2041-10-30,2022-12-22,2022-12-22,"Grunwald, David|Fay, Matthew"
US11531467,B1,"Controlling public access of resources in a secure distributed storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/fLAUTTOpbecavJzcoNseng%3D%3D,G06F00306000,G06F0003067000,711004000,,2022-12-20,2022-12-20,2021-01-29,2021-01-29,2041-01-30,2022-12-20,2022-12-20,"Pabon, Luis Pablo|Griffiths, Grant William"
US20230077424,A1,"Controlling access to resources during transition to a secure storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/UhSmrQo1kfdcqJONb8dmzg%3D%3D,G06F00306000,G06F0003067000,711004000,2023-03-16,2024-07-23,2023-03-16,2021-01-29,2022-11-18,2024-07-23,2022-12-20,2022-12-20,"Pabón, Luis Pablo|Griffiths, Grant William"
US12045463,B2,"Controlling access to resources during transition to a secure storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/yPfmpRhQK-0j5GTvoZYd5g%3D%3D,G06F00306000,G06F0003067000,711004000,2023-03-16,2024-07-23,2024-07-23,2021-01-29,2022-11-18,2041-01-29,2022-12-20,2022-12-20,"Pabón, Luis Pablo|Griffiths, Grant William"
US10776046,B1,"Optimized non-uniform memory access","Pure Storage, Inc.",https://patentscout.innography.com/share/eYQbucsKYXm31bAuj1qVBw%3D%3D,G06F00306000,G06F0003068800,711004000,,2020-09-15,2020-09-15,2018-06-08,2018-07-06,2038-06-08,2020-09-15,2020-09-15,"Dreier, Roland|Kirkpatrick, Peter E.|Neelakantam, Naveen"
US20220409119,A1,"Updates for flash translation layer","Pure Storage, Inc.",https://patentscout.innography.com/share/e6w2PgvNv52B8LDSowaokw%3D%3D,A61B00536400,G06F0003067000,600183000,2022-12-29,,2022-12-29,2018-04-15,2022-08-26,2039-04-12,2022-12-29,2022-12-29,"Sears, Russell|Kannan, Hari|Mao, Yuhong"
US20170153821,A1,"Accessing data copies in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/Ds8mFB9wo2ac8RqtyZxIrw%3D%3D,G06F00306000,G06F0003067000,711004000,2017-06-01,2019-09-24,2017-06-01,2015-11-30,2016-09-13,2019-09-24,2017-06-01,2017-06-01,"Baptist, Andrew D.|Volvovski, Ilya|Wozniak, Ethan S."
US20170153915,A1,"Selecting partial task resources in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/6DNxaPsB7cD86ZNnwdd12Q%3D%3D,G06F00948000,G06F0003067000,713340000,2017-06-01,2018-09-04,2017-06-01,2015-11-30,2016-09-14,2018-09-04,2017-06-01,2017-06-01,"Dhuse, Greg R."
US20170153940,A1,"Recovering data copies in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/PEa3G1kSCpQdyYALdOFZMQ%3D%3D,G06F01110000,G06F0003067000,714807000,2017-06-01,2019-07-09,2017-06-01,2015-11-30,2016-09-13,2019-07-09,2017-06-01,2017-06-01,"Baptist, Andrew D.|Resch, Jason K.|Volvovski, Ilya|Wozniak, Ethan S."
US20170153941,A1,"Storing data copies in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/PTXjeiw6xoI6zGV6F43yHQ%3D%3D,G06F01110000,G06F0003067000,714807000,2017-06-01,2018-07-24,2017-06-01,2015-11-30,2016-10-26,2018-07-24,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US20170153942,A1,"Utilizing fast memory devices to optimize different functions","Pure Storage, Inc.",https://patentscout.innography.com/share/xeXid76rEhb-9ONc5xkxcQ%3D%3D,G06F01110000,G06F0003067000,714807000,2017-06-01,2019-04-09,2017-06-01,2015-11-30,2016-11-28,2019-04-09,2017-06-01,2017-06-01,"Cabral, Bruno Hennig|Kaczmarek, Joseph M.|Khadiwala, Ravi V.|Volvovski, Ilya"
US20170153944,A1,"Making consistent reads more efficient in ida+copy system","Pure Storage, Inc.",https://patentscout.innography.com/share/R3OB-KtBXvCkdaOr6vD13Q%3D%3D,G06F01110000,G06F0003067000,714807000,2017-06-01,2018-08-14,2017-06-01,2015-11-30,2016-11-29,2018-08-14,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US20170153947,A1,"Rebuilding slices in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/Uqe5lOdttHSTcex3EAVM6Q%3D%3D,G06F01110000,G06F0003067000,714807000,2017-06-01,2019-04-02,2017-06-01,2015-11-30,2016-10-26,2019-04-02,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US20170153978,A1,"Optimized caching of slices by a ds processing unit","Pure Storage, Inc.",https://patentscout.innography.com/share/nfqEeA9uvbJSXgDlMu3noA%3D%3D,G06F01208660,G06F0003067000,713340000,2017-06-01,2018-09-11,2017-06-01,2015-11-30,2016-11-16,2018-09-11,2017-06-01,2017-06-01,"Motwani, Manish|Wozniak, Ethan S."
US20170154011,A1,"Ip multicast address generation and subscription","Pure Storage, Inc.",https://patentscout.innography.com/share/MthYXnUYgwAX3ZPc2ZEV0Q%3D%3D,G06F01517300,G06F0003067000,709226000,2017-06-01,,2017-06-01,2015-11-30,2016-10-24,2020-08-03,2017-06-01,2017-06-01,"Hegde, Harsha"
US10031700,B2,"Storing data copies in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/C3YaGxXlmMiXxVOdN0Up3Q%3D%3D,G06F01110000,G06F0003067000,714807000,2017-06-01,2018-07-24,2018-07-24,2015-11-30,2016-10-26,2036-10-26,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US10048897,B2,"Making consistent reads more efficient in ida+copy system","Pure Storage, Inc.",https://patentscout.innography.com/share/LGf2PUcU2rbmxyuNdpilmQ%3D%3D,G06F00306000,G06F0003067000,711004000,2017-06-01,2018-08-14,2018-08-14,2015-11-30,2016-11-29,2022-08-14,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US10067721,B2,"Selecting partial task resources in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/p8kVhL5fxuK6v_Qcix38Zw%3D%3D,G06F00946000,G06F0003067000,718102000,2017-06-01,2018-09-04,2018-09-04,2015-11-30,2016-09-14,2022-09-04,2017-06-01,2017-06-01,"Dhuse, Greg R."
US10073658,B2,"Optimized caching of slices by a ds processing unit","Pure Storage, Inc.",https://patentscout.innography.com/share/VVZdXuebf_zSI3MKFo2J6Q%3D%3D,G11C02900000,G06F0003067000,365200000,2017-06-01,2018-09-11,2018-09-11,2015-11-30,2016-11-16,2036-11-16,2017-06-01,2017-06-01,"Motwani, Manish|Wozniak, Ethan S."
US20180260130,A1,"Making consistent reads more efficient in ida+copy system","Pure Storage, Inc.",https://patentscout.innography.com/share/8uMwyGJyo9q32n1AAHHjlw%3D%3D,G06F00306000,G06F0003067000,711004000,2018-09-13,2019-04-09,2018-09-13,2015-11-30,2018-05-10,2019-04-09,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US20190056869,A1,"Utilizing fast memory devices to optimize different functions","Pure Storage, Inc.",https://patentscout.innography.com/share/SAjW7uUbXwsMefUAY0GVGw%3D%3D,G06F00306000,G06F0003067000,711004000,2019-02-21,2020-11-24,2019-02-21,2015-11-30,2018-10-24,2020-11-24,2017-06-01,2017-06-01,"Cabral, Bruno Hennig|Kaczmarek, Joseph M.|Khadiwala, Ravi V.|Volvovski, Ilya"
US20190065070,A1,"Rebuilding slices in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/2-2VeSj3O-3MewvD-dupcw%3D%3D,G06F00306000,G06F0003067000,711004000,2019-02-28,2019-08-20,2019-02-28,2015-11-30,2018-10-25,2019-08-20,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US10248361,B2,"Rebuilding slices in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/QgQFwe9CTJs4NlkpCJnHvw%3D%3D,G06F01110000,G06F0003067000,714807000,2017-06-01,2019-04-02,2019-04-02,2015-11-30,2016-10-26,2036-11-24,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US10255002,B2,"Utilizing fast memory devices to optimize different functions","Pure Storage, Inc.",https://patentscout.innography.com/share/sAY70lpo9_8uKuyNLDfpXg%3D%3D,G06F01100000,G06F0003067000,370225000,2017-06-01,2019-04-09,2019-04-09,2015-11-30,2016-11-28,2023-04-09,2017-06-01,2017-06-01,"Cabral, Bruno Hennig|Kaczmarek, Joseph M.|Khadiwala, Ravi V.|Volvovski, Ilya"
US10255003,B2,"Making consistent reads more efficient in ida+copy system","Pure Storage, Inc.",https://patentscout.innography.com/share/jWLkfhrtI5Og0eHVN4MN5g%3D%3D,G06F00306000,G06F0003067000,711004000,2018-09-13,2019-04-09,2019-04-09,2015-11-30,2018-05-10,2023-04-09,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US10346246,B2,"Recovering data copies in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/T4m92KzkfXlBSnvupep5Xw%3D%3D,G06F01110000,G06F0003067000,714807000,2017-06-01,2019-07-09,2019-07-09,2015-11-30,2016-09-13,2023-07-09,2017-06-01,2017-06-01,"Baptist, Andrew D.|Resch, Jason K.|Volvovski, Ilya|Wozniak, Ethan S."
US20190243554,A1,"Recovering data copies in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/9QxxC7B0S6_m1ykIgIxL3Q%3D%3D,G06F00306000,G06F0003067000,711004000,2019-08-08,,2019-08-08,2015-11-30,2019-04-17,2020-12-01,2017-06-01,2017-06-01,"Baptist, Andrew D.|Resch, Jason K.|Volvovski, Ilya|Wozniak, Ethan S."
US10387080,B2,"Rebuilding slices in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/-YRRdXuwW7_uVSPImXBD8Q%3D%3D,G06F01110000,G06F0003067000,714807000,2019-02-28,2019-08-20,2019-08-20,2015-11-30,2018-10-25,2036-11-24,2017-06-01,2017-06-01,"Baptist, Andrew D.|Dhuse, Greg R.|Horan, Scott M.|Khadiwala, Ravi V.|Leggette, Wesley B.|Motwani, Manish|Resch, Jason K.|Viraraghavan, Praveen|Volvovski, Ilya|Vossberg, Trevor J.|Wozniak, Ethan S."
US10423362,B2,"Utilizing multiple dispersal algorithms to encode data for storage in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/ZxOF__4hnnXowHYMbeCutQ%3D%3D,G06F01100000,G06F0003067000,370225000,2017-06-01,2019-09-24,2019-09-24,2015-11-30,2016-09-13,2036-11-24,2017-06-01,2017-06-01,"Baptist, Andrew D.|Volvovski, Ilya|Wozniak, Ethan S."
US10846025,B2,"Utilizing fast memory devices to optimize different functions","Pure Storage, Inc.",https://patentscout.innography.com/share/hKZX3Zy7YwzF0SGKaYUMvg%3D%3D,G06F01100000,G06F0003067000,370225000,2019-02-21,2020-11-24,2020-11-24,2015-11-30,2018-10-24,2024-11-24,2017-06-01,2017-06-01,"Cabral, Bruno Hennig|Kaczmarek, Joseph M.|Khadiwala, Ravi V.|Volvovski, Ilya"
US11327689,B1,"Storage unit including memories of different operational speeds for optimizing data storage functions","Pure Storage, Inc.",https://patentscout.innography.com/share/GcACIxMI3nYFSUKIB8ijWQ%3D%3D,G06F01100000,G06F0003067000,370225000,,2022-05-10,2022-05-10,2015-11-30,2020-11-17,2036-11-28,2017-06-01,2017-06-01,"Cabral, Bruno Hennig|Kaczmarek, Joseph M.|Khadiwala, Ravi V.|Volvovski, Ilya"
US20170153828,A1,"Proactively deselect storage units for access during major geographic events","Pure Storage, Inc.",https://patentscout.innography.com/share/6qU7lDCE9-MBOzaYce0P-Q%3D%3D,G06F00306000,G06F0003063500,711004000,2017-06-01,2019-02-26,2017-06-01,2015-11-30,2016-11-01,2019-02-26,2017-06-01,2017-06-01,"Hegde, Harsha"
US20170153837,A1,"Using pseudo dsn memory units to handle data in motion within a dsn memory","Pure Storage, Inc.",https://patentscout.innography.com/share/1gXxIGlyRg3VVb7ELWaVbw%3D%3D,G06F00306000,G06F0003063500,711004000,2017-06-01,2019-12-03,2017-06-01,2015-11-30,2016-11-01,2019-12-03,2017-06-01,2017-06-01,"Hegde, Harsha"
US20170153853,A1,"Load balancing and service differentiation within a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/fmZIxE6YUTMjfHUcdkNUEg%3D%3D,G06F00306000,G06F0003063500,711004000,2017-06-01,2018-05-15,2017-06-01,2015-11-30,2016-11-21,2018-05-15,2017-06-01,2017-06-01,"Badanahatti, Venkata Giri|Hegde, Harsha"
US20170153937,A1,"Requester specified transformations of encoded data in dispersed storage network memory","Pure Storage, Inc.",https://patentscout.innography.com/share/Pib-gaj1mrxdWeqSHQdeug%3D%3D,G06F01107000,G06F0003063500,713340000,2017-06-01,2019-02-26,2017-06-01,2015-11-30,2016-11-16,2019-02-26,2017-06-01,2017-06-01,"Leggette, Wesley B.|Resch, Jason K."
